日期,时间,分区,使用量,year,month,Time,Used,All,使用率
2023/4/11,10:00:19,ABUD/vi_irdc,16/256,2023,4,10,16,256,6.25
2023/4/11,10:00:19,SH40/IRDC_Share,152/280,2023,4,10,152,280,54.29
2023/4/11,10:00:19,SH40/IRDC_1080Ti,0/80,2023,4,10,0,80,0
2023/4/11,10:00:19,SH1024/IRDC_A100_40G,0/8,2023,4,10,0,8,0
2023/4/11,10:00:19,SH1988/IRDC_V100_16G,0/48,2023,4,10,0,48,0
2023/4/11,14:00:15,ABUD/vi_irdc,16/256,2023,4,14,16,256,6.25
2023/4/11,14:00:15,SH40/IRDC_Share,168/280,2023,4,14,168,280,60
2023/4/11,14:00:15,SH40/IRDC_1080Ti,0/80,2023,4,14,0,80,0
2023/4/11,14:00:15,SH1024/IRDC_A100_40G,8月8日,2023,4,14,8,8,100
2023/4/11,14:00:15,SH1988/IRDC_V100_16G,0/48,2023,4,14,0,48,0
2023/4/11,18:00:21,ABUD/vi_irdc,32/256,2023,4,18,32,256,12.5
2023/4/11,18:00:21,SH40/IRDC_Share,48/280,2023,4,18,48,280,17.14
2023/4/11,18:00:21,SH40/IRDC_1080Ti,0/80,2023,4,18,0,80,0
2023/4/11,18:00:21,SH1024/IRDC_A100_40G,0/8,2023,4,18,0,8,0
2023/4/11,18:00:21,SH1988/IRDC_V100_16G,0/48,2023,4,18,0,48,0
2023/4/11,22:00:14,ABUD/vi_irdc,32/256,2023,4,22,32,256,12.5
2023/4/11,22:00:14,SH40/IRDC_Share,56/280,2023,4,22,56,280,20
2023/4/11,22:00:14,SH40/IRDC_1080Ti,0/80,2023,4,22,0,80,0
2023/4/11,22:00:14,SH1024/IRDC_A100_40G,8月8日,2023,4,22,8,8,100
2023/4/11,22:00:14,SH1988/IRDC_V100_16G,0/48,2023,4,22,0,48,0
2023/4/12,10:00:19,ABUD/vi_irdc,32/256,2023,4,10,32,256,12.5
2023/4/12,10:00:19,SH40/IRDC_Share,184/280,2023,4,10,184,280,65.71
2023/4/12,10:00:19,SH40/IRDC_1080Ti,0/80,2023,4,10,0,80,0
2023/4/12,10:00:19,SH1024/IRDC_A100_40G,8月8日,2023,4,10,8,8,100
2023/4/12,10:00:19,SH1988/IRDC_V100_16G,0/48,2023,4,10,0,48,0
2023/4/12,14:00:15,ABUD/vi_irdc,16/256,2023,4,14,16,256,6.25
2023/4/12,14:00:15,SH40/IRDC_Share,216/280,2023,4,14,216,280,77.14
2023/4/12,14:00:15,SH40/IRDC_1080Ti,0/80,2023,4,14,0,80,0
2023/4/12,14:00:15,SH1024/IRDC_A100_40G,8月8日,2023,4,14,8,8,100
2023/4/12,14:00:15,SH1988/IRDC_V100_16G,0/48,2023,4,14,0,48,0
2023/4/12,18:00:21,ABUD/vi_irdc,64/256,2023,4,18,64,256,25
2023/4/12,18:00:21,SH40/IRDC_Share,184/280,2023,4,18,184,280,65.71
2023/4/12,18:00:21,SH40/IRDC_1080Ti,0/80,2023,4,18,0,80,0
2023/4/12,18:00:21,SH1024/IRDC_A100_40G,8月8日,2023,4,18,8,8,100
2023/4/12,18:00:21,SH1988/IRDC_V100_16G,0/48,2023,4,18,0,48,0
2023/4/12,22:00:14,ABUD/vi_irdc,48/256,2023,4,22,48,256,18.75
2023/4/12,22:00:14,SH40/IRDC_Share,184/280,2023,4,22,184,280,65.71
2023/4/12,22:00:14,SH40/IRDC_1080Ti,0/80,2023,4,22,0,80,0
2023/4/12,22:00:14,SH1024/IRDC_A100_40G,8月8日,2023,4,22,8,8,100
2023/4/12,22:00:14,SH1988/IRDC_V100_16G,0/48,2023,4,22,0,48,0
2023/4/13,10:00:19,ABUD/vi_irdc,48/256,2023,4,10,48,256,18.75
2023/4/13,10:00:19,SH40/IRDC_Share,128/280,2023,4,10,128,280,45.71
2023/4/13,10:00:19,SH40/IRDC_1080Ti,0/80,2023,4,10,0,80,0
2023/4/13,10:00:19,SH1024/IRDC_A100_40G,8月8日,2023,4,10,8,8,100
2023/4/13,10:00:19,SH1988/IRDC_V100_16G,0/48,2023,4,10,0,48,0
2023/4/13,22:00:14,ABUD/vi_irdc,64/256,2023,4,22,64,256,25
2023/4/13,22:00:14,SH40/IRDC_Share,120/280,2023,4,22,120,280,42.86
2023/4/13,22:00:14,SH40/IRDC_1080Ti,0/80,2023,4,22,0,80,0
2023/4/13,22:00:14,SH1024/IRDC_A100_40G,8月8日,2023,4,22,8,8,100
2023/4/13,22:00:14,SH1988/IRDC_V100_16G,0/48,2023,4,22,0,48,0
2023/4/14,10:00:19,ABUD/vi_irdc,32/256,2023,4,10,32,256,12.5
2023/4/14,10:00:19,SH40/IRDC_Share,72/280,2023,4,10,72,280,25.71
2023/4/14,10:00:19,SH40/IRDC_1080Ti,0/80,2023,4,10,0,80,0
2023/4/14,10:00:19,SH1024/IRDC_A100_40G,8月8日,2023,4,10,8,8,100
2023/4/14,10:00:19,SH1988/IRDC_V100_16G,0/48,2023,4,10,0,48,0
2023/4/14,18:00:21,ABUD/vi_irdc,16/256,2023,4,18,16,256,6.25
2023/4/14,18:00:21,SH40/IRDC_Share,68/280,2023,4,18,68,280,24.29
2023/4/14,18:00:21,SH40/IRDC_1080Ti,0/80,2023,4,18,0,80,0
2023/4/14,18:00:21,SH1024/IRDC_A100_40G,8月8日,2023,4,18,8,8,100
2023/4/14,18:00:21,SH1988/IRDC_V100_16G,0/48,2023,4,18,0,48,0
2023/4/15,22:00:14,ABUD/vi_irdc,0/256,2023,4,22,0,256,0
2023/4/15,22:00:14,SH40/IRDC_Share,42/280,2023,4,22,42,280,15
2023/4/15,22:00:14,SH40/IRDC_1080Ti,0/80,2023,4,22,0,80,0
2023/4/15,22:00:14,SH1024/IRDC_A100_40G,0/8,2023,4,22,0,8,0
2023/4/15,22:00:14,SH1988/IRDC_V100_16G,0/48,2023,4,22,0,48,0
2023/4/16,14:00:15,ABUD/vi_irdc,16/256,2023,4,14,16,256,6.25
2023/4/16,14:00:15,SH40/IRDC_Share,49/280,2023,4,14,49,280,17.5
2023/4/16,14:00:15,SH40/IRDC_1080Ti,0/80,2023,4,14,0,80,0
2023/4/16,14:00:15,SH1024/IRDC_A100_40G,0/8,2023,4,14,0,8,0
2023/4/16,14:00:15,SH1988/IRDC_V100_16G,0/48,2023,4,14,0,48,0
2023/4/16,18:00:21,ABUD/vi_irdc,16/256,2023,4,18,16,256,6.25
2023/4/16,18:00:21,SH40/IRDC_Share,52/280,2023,4,18,52,280,18.57
2023/4/16,18:00:21,SH40/IRDC_1080Ti,0/80,2023,4,18,0,80,0
2023/4/16,18:00:21,SH1024/IRDC_A100_40G,0/8,2023,4,18,0,8,0
2023/4/16,18:00:21,SH1988/IRDC_V100_16G,0/48,2023,4,18,0,48,0
2023/4/17,10:00:19,ABUD/vi_irdc,16/256,2023,4,10,16,256,6.25
2023/4/17,10:00:19,SH40/IRDC_Share,54/280,2023,4,10,54,280,19.29
2023/4/17,10:00:19,SH40/IRDC_1080Ti,0/80,2023,4,10,0,80,0
2023/4/17,10:00:19,SH1024/IRDC_A100_40G,0/8,2023,4,10,0,8,0
2023/4/17,10:00:19,SH1988/IRDC_V100_16G,0/48,2023,4,10,0,48,0
2023/4/17,14:00:15,ABUD/vi_irdc,16/256,2023,4,14,16,256,6.25
2023/4/17,14:00:15,SH40/IRDC_Share,121/280,2023,4,14,121,280,43.21
2023/4/17,14:00:15,SH40/IRDC_1080Ti,0/80,2023,4,14,0,80,0
2023/4/17,14:00:15,SH1024/IRDC_A100_40G,0/8,2023,4,14,0,8,0
2023/4/17,14:00:15,SH1988/IRDC_V100_16G,0/48,2023,4,14,0,48,0
2023/4/17,18:00:21,ABUD/vi_irdc,32/256,2023,4,18,32,256,12.5
2023/4/17,18:00:21,SH40/IRDC_Share,182/280,2023,4,18,182,280,65
2023/4/17,18:00:21,SH40/IRDC_1080Ti,0/80,2023,4,18,0,80,0
2023/4/17,18:00:21,SH1024/IRDC_A100_40G,0/8,2023,4,18,0,8,0
2023/4/17,18:00:21,SH1988/IRDC_V100_16G,0/48,2023,4,18,0,48,0
2023/4/17,22:00:14,ABUD/vi_irdc,32/256,2023,4,22,32,256,12.5
2023/4/17,22:00:14,SH40/IRDC_Share,162/280,2023,4,22,162,280,57.86
2023/4/17,22:00:14,SH40/IRDC_1080Ti,0/80,2023,4,22,0,80,0
2023/4/17,22:00:14,SH1024/IRDC_A100_40G,0/8,2023,4,22,0,8,0
2023/4/17,22:00:14,SH1988/IRDC_V100_16G,0/48,2023,4,22,0,48,0
2023/4/18,10:00:19,ABUD/vi_irdc,32/256,2023,4,10,32,256,12.5
2023/4/18,10:00:19,SH40/IRDC_Share,92/280,2023,4,10,92,280,32.86
2023/4/18,10:00:19,SH40/IRDC_1080Ti,0/80,2023,4,10,0,80,0
2023/4/18,10:00:19,SH1024/IRDC_A100_40G,0/8,2023,4,10,0,8,0
2023/4/18,10:00:19,SH1988/IRDC_V100_16G,0/48,2023,4,10,0,48,0
2023/4/19,10:00:19,ABUD/vi_irdc,32/256,2023,4,10,32,256,12.5
2023/4/19,10:00:19,SH40/IRDC_Share,221/280,2023,4,10,221,280,78.93
2023/4/19,10:00:19,SH40/IRDC_1080Ti,0/80,2023,4,10,0,80,0
2023/4/19,10:00:19,SH1024/IRDC_A100_40G,0/8,2023,4,10,0,8,0
2023/4/19,10:00:19,SH1988/IRDC_V100_16G,8/48,2023,4,10,8,48,16.67
2023/4/19,14:00:15,ABUD/vi_irdc,32/256,2023,4,14,32,256,12.5
2023/4/19,14:00:15,SH40/IRDC_Share,230/280,2023,4,14,230,280,82.14
2023/4/19,14:00:15,SH40/IRDC_1080Ti,0/80,2023,4,14,0,80,0
2023/4/19,14:00:15,SH1024/IRDC_A100_40G,0/8,2023,4,14,0,8,0
2023/4/19,14:00:15,SH1988/IRDC_V100_16G,0/48,2023,4,14,0,48,0
2023/4/19,18:02:23,ABUD/vi_irdc,32/256,2023,4,18,32,256,12.5
2023/4/19,18:02:23,SH40/IRDC_Share,280/280,2023,4,18,280,280,100
2023/4/19,18:02:23,SH40/IRDC_1080Ti,16/80,2023,4,18,16,80,20
2023/4/19,18:02:23,SH1024/IRDC_A100_40G,0/8,2023,4,18,0,8,0
2023/4/19,18:02:23,SH1988/IRDC_V100_16G,1/48,2023,4,18,1,48,2.08
2023/4/20,10:00:19,ABUD/vi_irdc,96/256,2023,4,10,96,256,37.5
2023/4/20,10:00:19,SH40/IRDC_Share,126/280,2023,4,10,126,280,45
2023/4/20,10:00:19,SH40/IRDC_1080Ti,0/80,2023,4,10,0,80,0
2023/4/20,10:00:19,SH1024/IRDC_A100_40G,0/8,2023,4,10,0,8,0
2023/4/20,10:00:19,SH1988/IRDC_V100_16G,0/48,2023,4,10,0,48,0
2023/4/20,14:00:15,ABUD/vi_irdc,96/256,2023,4,14,96,256,37.5
2023/4/20,14:00:15,SH40/IRDC_Share,5/280,2023,4,14,5,280,1.79
2023/4/20,14:00:15,SH40/IRDC_1080Ti,0/80,2023,4,14,0,80,0
2023/4/20,14:00:15,SH1024/IRDC_A100_40G,0/8,2023,4,14,0,8,0
2023/4/20,14:00:15,SH1988/IRDC_V100_16G,0/48,2023,4,14,0,48,0
2023/4/20,18:02:23,ABUD/vi_irdc,96/256,2023,4,18,96,256,37.5
2023/4/20,18:02:23,SH40/IRDC_Share,80/280,2023,4,18,80,280,28.57
2023/4/20,18:02:23,SH40/IRDC_1080Ti,0/80,2023,4,18,0,80,0
2023/4/20,18:02:23,SH1024/IRDC_A100_40G,0/8,2023,4,18,0,8,0
2023/4/20,18:02:23,SH1988/IRDC_V100_16G,32/48,2023,4,18,32,48,66.67
2023/4/20,22:00:14,ABUD/vi_irdc,96/256,2023,4,22,96,256,37.5
2023/4/20,22:00:14,SH40/IRDC_Share,96/280,2023,4,22,96,280,34.29
2023/4/20,22:00:14,SH40/IRDC_1080Ti,0/80,2023,4,22,0,80,0
2023/4/20,22:00:14,SH1024/IRDC_A100_40G,0/8,2023,4,22,0,8,0
2023/4/20,22:00:14,SH1988/IRDC_V100_16G,32/48,2023,4,22,32,48,66.67
2023/4/21,10:00:19,ABUD/vi_irdc,96/256,2023,4,10,96,256,37.5
2023/4/21,10:00:19,SH40/IRDC_Share,67/280,2023,4,10,67,280,23.93
2023/4/21,10:00:19,SH40/IRDC_1080Ti,0/80,2023,4,10,0,80,0
2023/4/21,10:00:19,SH1024/IRDC_A100_40G,0/8,2023,4,10,0,8,0
2023/4/21,10:00:19,SH1988/IRDC_V100_16G,0/48,2023,4,10,0,48,0
2023/4/21,14:00:15,ABUD/vi_irdc,96/256,2023,4,14,96,256,37.5
2023/4/21,14:00:15,SH40/IRDC_Share,69/160,2023,4,14,69,160,43.12
2023/4/21,14:00:15,SH40/IRDC_1080Ti,0/80,2023,4,14,0,80,0
2023/4/21,14:00:15,SH1024/IRDC_A100_40G,0/8,2023,4,14,0,8,0
2023/4/21,14:00:15,SH1988/IRDC_V100_16G,0/48,2023,4,14,0,48,0
2023/4/21,18:02:23,ABUD/vi_irdc,112/256,2023,4,18,112,256,43.75
2023/4/21,18:02:23,SH40/IRDC_Share,21/160,2023,4,18,21,160,13.12
2023/4/21,18:02:23,SH40/IRDC_1080Ti,0/80,2023,4,18,0,80,0
2023/4/21,18:02:23,SH1024/IRDC_A100_40G,0/8,2023,4,18,0,8,0
2023/4/21,18:02:23,SH1988/IRDC_V100_16G,1/48,2023,4,18,1,48,2.08
2023/4/21,22:00:14,ABUD/vi_irdc,112/256,2023,4,22,112,256,43.75
2023/4/21,22:00:14,SH40/IRDC_Share,3/160,2023,4,22,3,160,1.88
2023/4/21,22:00:14,SH40/IRDC_1080Ti,0/80,2023,4,22,0,80,0
2023/4/21,22:00:14,SH1024/IRDC_A100_40G,0/8,2023,4,22,0,8,0
2023/4/21,22:00:14,SH1988/IRDC_V100_16G,1/48,2023,4,22,1,48,2.08
2023/4/22,18:02:23,ABUD/vi_irdc,42/256,2023,4,18,42,256,16.41
2023/4/22,18:02:23,SH40/IRDC_Share,72/160,2023,4,18,72,160,45
2023/4/22,18:02:23,SH40/IRDC_1080Ti,0/80,2023,4,18,0,80,0
2023/4/22,18:02:23,SH1024/IRDC_A100_40G,0/8,2023,4,18,0,8,0
2023/4/22,18:02:23,SH1988/IRDC_V100_16G,1/48,2023,4,18,1,48,2.08
2023/4/22,22:00:14,ABUD/vi_irdc,48/256,2023,4,22,48,256,18.75
2023/4/22,22:00:14,SH40/IRDC_Share,64/160,2023,4,22,64,160,40
2023/4/22,22:00:14,SH40/IRDC_1080Ti,0/80,2023,4,22,0,80,0
2023/4/22,22:00:14,SH1024/IRDC_A100_40G,0/8,2023,4,22,0,8,0
2023/4/22,22:00:14,SH1988/IRDC_V100_16G,1/48,2023,4,22,1,48,2.08
2023/4/23,14:00:15,ABUD/vi_irdc,32/256,2023,4,14,32,256,12.5
2023/4/23,14:00:15,SH40/IRDC_Share,128/160,2023,4,14,128,160,80
2023/4/23,14:00:15,SH40/IRDC_1080Ti,0/80,2023,4,14,0,80,0
2023/4/23,14:00:15,SH1024/IRDC_A100_40G,0/8,2023,4,14,0,8,0
2023/4/23,14:00:15,SH1988/IRDC_V100_16G,1/48,2023,4,14,1,48,2.08
2023/4/23,18:02:23,ABUD/vi_irdc,176/256,2023,4,18,176,256,68.75
2023/4/23,18:02:23,SH40/IRDC_Share,160/160,2023,4,18,160,160,100
2023/4/23,18:02:23,SH40/IRDC_1080Ti,48/80,2023,4,18,48,80,60
2023/4/23,18:02:23,SH1024/IRDC_A100_40G,8月8日,2023,4,18,8,8,100
2023/4/23,18:02:23,SH1988/IRDC_V100_16G,1/48,2023,4,18,1,48,2.08
2023/4/24,10:00:19,ABUD/vi_irdc,144/256,2023,4,10,144,256,56.25
2023/4/24,10:00:19,SH40/IRDC_Share,96/160,2023,4,10,96,160,60
2023/4/24,10:00:19,SH40/IRDC_1080Ti,48/80,2023,4,10,48,80,60
2023/4/24,10:00:19,SH1024/IRDC_A100_40G,8月8日,2023,4,10,8,8,100
2023/4/24,10:00:19,SH1988/IRDC_V100_16G,1/48,2023,4,10,1,48,2.08
2023/4/24,18:02:23,ABUD/vi_irdc,32/256,2023,4,18,32,256,12.5
2023/4/24,18:02:23,SH40/IRDC_Share,97/160,2023,4,18,97,160,60.62
2023/4/24,18:02:23,SH40/IRDC_1080Ti,32/80,2023,4,18,32,80,40
2023/4/24,18:02:23,SH1024/IRDC_A100_40G,0/8,2023,4,18,0,8,0
2023/4/24,18:02:23,SH1988/IRDC_V100_16G,1/48,2023,4,18,1,48,2.08
2023/4/24,22:00:14,ABUD/vi_irdc,64/256,2023,4,22,64,256,25
2023/4/24,22:00:14,SH40/IRDC_Share,145/160,2023,4,22,145,160,90.62
2023/4/24,22:00:14,SH40/IRDC_1080Ti,24/80,2023,4,22,24,80,30
2023/4/24,22:00:14,SH1024/IRDC_A100_40G,0/8,2023,4,22,0,8,0
2023/4/24,22:00:14,SH1988/IRDC_V100_16G,1/48,2023,4,22,1,48,2.08
2023/4/25,10:00:19,ABUD/vi_irdc,32/256,2023,4,10,32,256,12.5
2023/4/25,10:00:19,SH40/IRDC_Share,160/160,2023,4,10,160,160,100
2023/4/25,10:00:19,SH40/IRDC_1080Ti,0/80,2023,4,10,0,80,0
2023/4/25,10:00:19,SH1024/IRDC_A100_40G,0/8,2023,4,10,0,8,0
2023/4/25,10:00:19,SH1988/IRDC_V100_16G,1/48,2023,4,10,1,48,2.08
2023/4/25,14:00:15,ABUD/vi_irdc,32/256,2023,4,14,32,256,12.5
2023/4/25,14:00:15,SH40/IRDC_Share,160/160,2023,4,14,160,160,100
2023/4/25,14:00:15,SH40/IRDC_1080Ti,0/80,2023,4,14,0,80,0
2023/4/25,14:00:15,SH1024/IRDC_A100_40G,0/8,2023,4,14,0,8,0
2023/4/25,14:00:15,SH1988/IRDC_V100_16G,1/48,2023,4,14,1,48,2.08
2023/4/25,18:02:23,ABUD/vi_irdc,32/256,2023,4,18,32,256,12.5
2023/4/25,18:02:23,SH40/IRDC_Share,160/160,2023,4,18,160,160,100
2023/4/25,18:02:23,SH40/IRDC_1080Ti,0/80,2023,4,18,0,80,0
2023/4/25,18:02:23,SH1024/IRDC_A100_40G,8月8日,2023,4,18,8,8,100
2023/4/25,18:02:23,SH1988/IRDC_V100_16G,1/48,2023,4,18,1,48,2.08
2023/4/25,22:00:14,ABUD/vi_irdc,32/256,2023,4,22,32,256,12.5
2023/4/25,22:00:14,SH40/IRDC_Share,160/160,2023,4,22,160,160,100
2023/4/25,22:00:14,SH40/IRDC_1080Ti,0/80,2023,4,22,0,80,0
2023/4/25,22:00:14,SH1024/IRDC_A100_40G,8月8日,2023,4,22,8,8,100
2023/4/25,22:00:14,SH1988/IRDC_V100_16G,1/48,2023,4,22,1,48,2.08
2023/4/26,10:00:19,ABUD/vi_irdc,32/256,2023,4,10,32,256,12.5
2023/4/26,10:00:19,SH40/IRDC_Share,128/160,2023,4,10,128,160,80
2023/4/26,10:00:19,SH40/IRDC_1080Ti,0/80,2023,4,10,0,80,0
2023/4/26,10:00:19,SH1024/IRDC_A100_40G,8月8日,2023,4,10,8,8,100
2023/4/26,10:00:19,SH1988/IRDC_V100_16G,13/48,2023,4,10,13,48,27.08
2023/4/26,14:00:15,ABUD/vi_irdc,64/256,2023,4,14,64,256,25
2023/4/26,14:00:15,SH40/IRDC_Share,112/160,2023,4,14,112,160,70
2023/4/26,14:00:15,SH40/IRDC_1080Ti,0/80,2023,4,14,0,80,0
2023/4/26,14:00:15,SH1024/IRDC_A100_40G,8月8日,2023,4,14,8,8,100
2023/4/26,14:00:15,SH1988/IRDC_V100_16G,5/48,2023,4,14,5,48,10.42
2023/4/26,18:02:23,ABUD/vi_irdc,32/256,2023,4,18,32,256,12.5
2023/4/26,18:02:23,SH40/IRDC_Share,112/160,2023,4,18,112,160,70
2023/4/26,18:02:23,SH40/IRDC_1080Ti,8/80,2023,4,18,8,80,10
2023/4/26,18:02:23,SH1024/IRDC_A100_40G,8月8日,2023,4,18,8,8,100
2023/4/26,18:02:23,SH1988/IRDC_V100_16G,5/48,2023,4,18,5,48,10.42
2023/4/26,22:00:14,ABUD/vi_irdc,64/256,2023,4,22,64,256,25
2023/4/26,22:00:14,SH40/IRDC_Share,112/160,2023,4,22,112,160,70
2023/4/26,22:00:14,SH40/IRDC_1080Ti,8/80,2023,4,22,8,80,10
2023/4/26,22:00:14,SH1024/IRDC_A100_40G,8月8日,2023,4,22,8,8,100
2023/4/26,22:00:14,SH1988/IRDC_V100_16G,1/48,2023,4,22,1,48,2.08
2023/4/27,10:00:19,ABUD/vi_irdc,48/256,2023,4,10,48,256,18.75
2023/4/27,10:00:19,SH40/IRDC_Share,81/160,2023,4,10,81,160,50.62
2023/4/27,10:00:19,SH40/IRDC_1080Ti,8/80,2023,4,10,8,80,10
2023/4/27,10:00:19,SH1024/IRDC_A100_40G,8月8日,2023,4,10,8,8,100
2023/4/27,10:00:19,SH1988/IRDC_V100_16G,1/48,2023,4,10,1,48,2.08
2023/4/27,14:00:15,ABUD/vi_irdc,48/256,2023,4,14,48,256,18.75
2023/4/27,14:00:15,SH40/IRDC_Share,112/160,2023,4,14,112,160,70
2023/4/27,14:00:15,SH40/IRDC_1080Ti,0/80,2023,4,14,0,80,0
2023/4/27,14:00:15,SH1024/IRDC_A100_40G,8月8日,2023,4,14,8,8,100
2023/4/27,14:00:15,SH1988/IRDC_V100_16G,1/48,2023,4,14,1,48,2.08
2023/4/27,18:02:23,ABUD/vi_irdc,48/256,2023,4,18,48,256,18.75
2023/4/27,18:02:23,SH40/IRDC_Share,80/160,2023,4,18,80,160,50
2023/4/27,18:02:23,SH40/IRDC_1080Ti,0/80,2023,4,18,0,80,0
2023/4/27,18:02:23,SH1024/IRDC_A100_40G,8月8日,2023,4,18,8,8,100
2023/4/27,18:02:23,SH1988/IRDC_V100_16G,1/48,2023,4,18,1,48,2.08
2023/4/30,18:02:23,ABUD/vi_irdc,32/256,2023,4,18,32,256,12.5
2023/4/30,18:02:23,SH40/IRDC_Share,144/160,2023,4,18,144,160,90
2023/4/30,18:02:23,SH40/IRDC_1080Ti,0/80,2023,4,18,0,80,0
2023/4/30,18:02:23,SH1024/IRDC_A100_40G,8月8日,2023,4,18,8,8,100
2023/4/30,18:02:23,SH1988/IRDC_V100_16G,1/48,2023,4,18,1,48,2.08
2023/4/30,18:34:16,ABUD/vi_irdc,32/256,2023,4,18,32,256,12.5
2023/4/30,18:34:16,SH40/IRDC_Share,144/160,2023,4,18,144,160,90
2023/4/30,18:34:16,SH40/IRDC_1080Ti,0/80,2023,4,18,0,80,0
2023/4/30,18:34:16,SH1024/IRDC_A100_40G,8月8日,2023,4,18,8,8,100
2023/4/30,18:34:16,SH1988/IRDC_V100_16G,1/48,2023,4,18,1,48,2.08
